breed_group,primary_breed,bite_code,bite_severity,gender
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
CHIHUAHUA,CHIHUAHUA SH,1,SNGLB,N
