breed_group,primary_breed,age,modified_age,gender,multi_dog,bad_data
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
MIX,MIXED,8,8,M,F,F
BULLDOG,Bull dog,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MIXED,2,2,M,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
MIX,POODLE MIX,1,1,N,F,F
SIBERIAN HUSKY,Siberian Husky,10,10,M,F,F
PIT MIX,Pit Bull,U,U,F,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,7,7,N,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SIBERIAN HUSKY,Siberian Husky,8M,0.67,F,F,F
TIBETAN MASTIFF,"Mastiff, Tibetan",U,U,U,F,F
PIT MIX,Pit Bull,4,4,M,F,F
MIX,MIXED,7,7,M,F,F
MIX,MIXED,2,2,M,F,F
MIX,MIXED,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,3,3,M,F,F
MIX,CAROLINA MIX,6,6,S,F,F
DOBERMAN PINSCH,Doberman Pinscher,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
FRENCH BULLDOG,"Bull Dog, French",6,6,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,CAVAPOO MIX,4,4,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PUG,Pug,U,U,U,F,F
BULLDOG,Bull dog,2,2,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIH TZU,Shih Tzu,7,7,N,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,5M,0.42,M,F,F
MIX,MIXED,U,U,U,F,F
POMERANIAN,Pomeranian,U,U,U,F,F
MIX,MIXED,U,U,M,F,F
MIX,MALTI POO,4,4,F,F,F
MIX,MIXED,9,9,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
TERRIER,UNKNOWN TERRIER,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
MIX,SHEPHERD / HOUND MIX,3,3,S,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,5,5,M,F,F
PIT MIX,Pit Bull,7,7,M,F,F
MIX,MIXED,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,7,7,M,F,F
BULLDOG,AMERICAN BULLY,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,U,U,U,F,F
PIT MIX,PIT BULL / AMERICAN STAFFORDSHIRE,3,3,F,F,F
MIX,MIXED,2,2,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MALTIPOO MIX,5,5,F,F,F
UNKNOWN,MALTESE TERRIER,6,6,N,F,F
MIX,MIXED,15,15,N,F,F
MIX,SHIH TZU / POODLE MIX,5,5,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SIBERIAN HUSKY,Siberian Husky,5,5,M,F,F
BULL TERRIER,AMERICAN BULL TERRIER,6,6,N,F,F
MIX,MIXED,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BULLDOG,Bull dog,U,U,U,F,F
BEAGLE,Beagle,U,U,U,F,F
BEAGLE,Beagle,3,3,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BEAGLE,Beagle,12,12,N,F,F
PIT MIX,Pit Bull,9M,0.75,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,4,4,F,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
GOLDEN RETR,Golden Retriever,U,U,U,F,F
MIX,MIXED,3,3,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
CHOW CHOW,Chow Chow,1,1,M,F,F
MALTESE,Maltese,10,10,N,F,F
CHIHUAHUA,Chihuahua,1,1,M,F,F
AUST SHEPHERD,Australian Shepherd,1,1,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,MALSHI,1,1,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,U,U,U,F,F
MIX,German Shepherd Crossbreed,2,2,S,F,F
MIX,MIXED,2,2,N,F,F
POODLE STND,"Poodle, Standard",7,7,M,F,F
AKITA,Akita,U,U,U,F,F
MIX,MIXED,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,Bull dog,U,U,U,F,F
BULLDOG,Bull dog,1,1,M,F,F
CHIHUAHUA,Chihuahua,3,3,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,SHIH TZU MIX,7,7,M,F,F
BULLDOG,Bull dog,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Mix / Pit Bull Mix,6,6,N,F,F
COCKER SPAN,Cocker Spaniel,2,2,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,MALAMUTE,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,MALAMUTE,8,8,N,F,F
MIX,MIXED,2,2,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
YORKSHIRE TERR,Yorkshire Terrier,4,4,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,4,4,M,F,F
BICHON FRISE,Bichon Frise,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
POODLE STND,"Poodle, Standard",3M,0.25,F,F,F
YORKSHIRE TERR,Yorkshire Terrier,8,8,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
BICHON FRISE,Bichon Frise,6,6,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,4,4,M,F,F
COCKER SPAN,Cocker Spaniel,10,10,N,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHIBA INU,Shiba Inu,3M,0.25,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,AMERICAN BULLY,1,1,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BOXER,Boxer,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,7,7,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PEKINGESE,Pekingese,7,7,N,F,F
MIX,CHINESE SHAR-PEI MIX,10,10,M,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
MIX,MALTI-POO MIX,5M,0.42,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,3,3,M,F,F
BEAGLE,Beagle,15,15,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,4,4,F,F,F
BOSTON TERRIER,Boston Terrier,4,4,N,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,9,9,M,F,F
MIX,YORKIE / SHIH TZU,6M,0.5,M,F,F
YORKSHIRE TERR,Yorkshire Terrier,8,8,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
ROTTWEILER,Rottweiler,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,3M,0.25,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIBA INU,Shiba Inu,1,1,N,F,F
GERM SHEPHERD,German Shepherd,3,3,F,F,F
PIT MIX,Pit Bull,4,4,F,F,F
YORKSHIRE TERR,Yorkshire Terrier,7,7,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,Bull dog,U,U,U,F,F
SCHNAUZER MIN,"Schnauzer, Miniature",4,4,S,F,F
MIX,German Shepherd Crossbreed,6,6,N,F,F
MIX,MINI SAINT BERDOODLE MIX,1,1,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
CHOW CHOW,Chow Chow,5,5,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
POODLE STND,"Poodle, Standard",U,U,M,F,F
PIT MIX,Pit Bull,2,2,M,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,LOWCHEN,13,13,N,F,F
BULL TERRIER,Bull Terrier,2,2,S,F,F
BULLDOG,Bull dog,7,7,M,F,F
POODLE TOY,"Poodle, Toy",4,4,S,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SIBERIAN HUSKY,Siberian Husky,10,10,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,7,7,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
JACK RUSS TERR,Jack Russ,1,1,F,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MIXED,10M,0.83,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,3M,0.25,M,F,F
PIT MIX,PIT BULL / LABRADOR MIX,9,9,N,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,German Shepherd Crossbreed,3,3,N,F,F
SHIBA INU,Shiba Inu,10M,0.83,N,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,4,4,M,F,F
PIT MIX,AMERICAN BULLY / PIT BULL,6,6,F,F,F
PIT MIX,PIT BULL / LABRADOR MIX,9,9,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,HUSKY MIX,6,6,S,F,F
UNKNOWN,LOWCHEN,13,13,N,F,F
MIX,MIXED,7,7,S,F,F
PIT MIX,Pit Bull,7,7,S,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
MIX,MIXED,U,U,U,F,F
CANE CORSO,Cane Corso,U,U,U,F,F
MIX,MIXED,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,3,3,M,F,F
MIX,MIXED,6,6,F,F,F
MIX,MIXED,4,4,M,F,F
PIT MIX,Pit Bull,5,5,N,F,F
AIREDALE TERR,AIREDALE TERRIER,2,2,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
ROTTWEILER,Rottweiler,12,12,N,F,F
CHOW CHOW,Chow Chow,1,1,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,11M,0.92,F,F,F
MIX,MIXED,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,F,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,PUG MIX,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
GERM SH POINT,"Pointer, German Shorthaired",1,1,M,F,F
FRENCH BULLDOG,"Bull Dog, French",U,U,U,F,F
GOLDEN RETR,Golden Retriever,2,2,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,LLEWELIN SETTER,7,7,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
CHIHUAHUA,Chihuahua,3,3,N,F,F
GERM SHEPHERD,German Shepherd,4,4,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,7,7,N,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
CHOW CHOW,Chow Chow,8,8,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,3,3,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,LHATESE,U,U,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GOLDEN RETR,Golden Retriever,U,U,U,F,F
AMER ESKIMO,American Eskimo,8,8,N,F,F
MIX,BULL DOG MIX,2,2,N,F,F
MIX,POODLE MIX,4,4,N,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
GERM SHEPHERD,German Shepherd,3,3,N,F,F
PIT MIX,BOXER / PIT BULL MIX,1,1,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,TERRIER MIX,4,4,N,F,F
MIX,MIXED,U,U,U,F,F
PIT MIX,Pit Bull,1,1,M,F,F
PIT MIX,Pit Bull,1,1,M,F,F
POODLE,LARGE POODLE,U,U,U,F,F
SHIH TZU,Shih Tzu,11,11,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,1,1,M,F,F
SHIH TZU,Shih Tzu,10,10,N,F,F
UNKNOWN,REFUSED TO PROVIDE,U,U,U,F,T
MIX,CHIHUAHUA / PUG MIX,10,10,N,F,F
UNKNOWN,LAPSO,4,4,M,F,F
AUST SHEPHERD,Australian Shepherd,U,U,U,F,F
BULLDOG,Bull dog,19,19,M,F,F
PIT MIX,AMERICAN BULLY / PIT BULL,3,3,M,F,F
UNKNOWN,UNKNOWN,4M,0.33,U,F,F
FRENCH BULLDOG,"Bull Dog, French",2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,CORGI / AUSTRALIAN SHEPHERD MIX,4,4,N,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,4,4,M,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
ROTTWEILER,Rottweiler,2,2,F,F,F
BICHON FRISE,Bichon Frise,6,6,N,F,F
MIX,SHIH TZU / MALTESE MIX,3,3,N,F,F
AUST SHEPHERD,Australian Shepherd,1,1,S,F,F
PIT MIX,Pit Bull,2,2,F,F,F
AUST SHEPHERD,Australian Shepherd,3,3,M,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,SHAR-PEI / BEAGLE MIX,1,1,N,F,F
PIT MIX,Pit Bull,U,U,M,F,F
MIX,PEKINGESE MIX,12,12,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SHIH TZU,Shih Tzu,U,U,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
GERM SHEPHERD,German Shepherd,7,7,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,5,5,M,F,F
MIX,COONHOUND MIX,1,1,N,F,F
FRENCH BULLDOG,"Bull Dog, French",10M,0.83,M,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
MALTESE,Maltese,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
ROTTWEILER,Rottweiler,U,U,U,F,F
SALUKI,Saluki,6M,0.5,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
POMERANIAN,Pomeranian,U,U,U,F,F
BEAGLE,Beagle,U,U,U,F,F
JACK RUSS TERR,Jack Russ,4,4,M,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
SCHNAUZER STAND,"Schnauzer, Standard",U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SHIH TZU,Shih Tzu,1,1,N,F,F
MIX,Labradoodle,5,5,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BOSTON TERRIER,Boston Terrier,4,4,N,F,F
SHIH TZU,Shih Tzu,5,5,N,F,F
PIT MIX,American Pit Bull Mix / Pit Bull Mix,5,5,S,F,F
PUG,Pug,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,7,7,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
CANE CORSO,Cane Corso,5,5,N,F,F
CHOW CHOW,Chow Chow,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MIXED,4,4,S,F,F
ROTTWEILER,Rottweiler,U,U,U,F,F
PIT MIX,Pit Bull,5,5,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,POODLE / YORKIE MIX,7,7,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,LAKELAND TERRIER,1,1,N,F,F
PIT MIX,LABRADOR / PIT BULL,3,3,M,F,F
PIT MIX,Pit Bull,3,3,M,F,F
DACHSHUND,Dachshund Smooth Coat,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,5,5,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
AUST SHEPHERD,Australian Shepherd,3M,0.25,M,F,F
LHASA APSO,Lhasa Apso,9,9,S,F,F
BULLDOG,AMERICAN BULLY,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,PITBULL TERRIER MIX,U,U,U,F,F
YORKSHIRE TERR,Yorkshire Terrier,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
CHIHUAHUA,Chihuahua,9,9,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MIXED,1,1,M,F,F
MIX,JACK RUSSELL MIX,1,1,N,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,U,U,U,F,F
GERM SHEPHERD,German Shepherd,6,6,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
PIT MIX,Pit Bull,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,F,F,F
GERM SHEPHERD,German Shepherd,1,1,F,F,F
GOLDEN RETR,Golden Retriever,1,1,N,F,F
POODLE STND,"Poodle, Standard",13,13,M,F,F
SHIBA INU,Shiba Inu,6,6,N,F,F
MIX,TERRIER MIX,11,11,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,BEAGLE / SHAR-PEI MIX,10,10,S,F,F
MIX,MIXED,7,7,S,F,F
BEAGLE,Beagle,10M,0.83,M,F,F
MIX,POODLE MIX,1,1,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BEAGLE,Beagle,1,1,M,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
ENG BULLDOG,"Bull Dog, English",U,U,U,F,F
SHIBA INU,Shiba Inu,6,6,N,F,F
ROTTWEILER,Rottweiler,11,11,N,F,F
COCKER SPAN,Cocker Spaniel,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,ROTTWEILER / SHEPHERD MIX,7,7,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
GERM SHEPHERD,German Shepherd,U,U,U,F,F
UNKNOWN,LAGOTTE,5Y,5,S,F,F
MIX,Yorkshire Terrier Crossbreed,9,9,N,F,F
MALTESE,Maltese,U,U,U,F,F
MIX,MIXED,14,14,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BULLDOG,Bull dog,3,3,N,F,F
BULLDOG,Bull dog,3,3,N,F,F
UNKNOWN,LABORADOR MASTIFF,3,3,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,3,3,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,SHIH TZU / PUG MIX,6,6,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,6,6,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
AUST SHEPHERD,Australian Shepherd,1,1,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
AUST SHEPHERD,Australian Shepherd,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
CHIHUAHUA,Chihuahua,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MIX,Chihuahua Crossbreed,8M,0.67,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,1,1,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MALTESE,Maltese,7,7,N,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,POMERANIAN / CHIHUAHUA MIX,4,4,N,F,F
JACK RUSS TERR,Jack Russ,U,U,U,F,F
WELSH CORGI PEM,"Welsh Corgi, Pembroke",1,1,S,F,F
MIX,SIBERIAN HUSKY MIX,2,2,N,F,F
SHIH TZU,Shih Tzu,U,U,U,F,F
CHIHUAHUA,Chihuahua,12,12,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
JACK RUSS TERR,Jack Russ,13,13,N,F,F
PIT MIX,Pit Bull,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
MIX,Cocker Spaniel Crossbreed,U,U,U,F,F
JACK RUSS TERR,Jack Russ,U,U,U,F,F
MIX,MIXED,U,U,U,F,F
MIX,MALTESE MIX,10,10,N,F,F
YORKSHIRE TERR,Yorkshire Terrier,9,9,S,F,F
PIT MIX,Pit Bull,U,U,U,F,F
MIX,MIXED,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
SIBERIAN HUSKY,Siberian Husky,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,POODLE MIX,8,8,N,F,F
GOLDEN RETR,Golden Retriever,9M,0.75,N,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
BULLDOG,Bull dog,U,U,U,F,F
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
CHIHUAHUA,Chihuahua,U,U,U,F,F
MIX,GOLDENDOODLE,2,2,S,F,F
SIBERIAN HUSKY,Siberian Husky,12,12,M,F,F
PIT MIX,LABRADOR / PIT BULL MIX,3,3,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
BULLDOG,AMERICAN BULLY,3,3,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
MALTESE,Maltese,2,2,M,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
CHIHUAHUA,Chihuahua,U,U,U,F,F
LHASA APSO,Lhasa Apso,U,U,U,F,F
PIT MIX,Pit Bull,3,3,F,F,F
PIT MIX,Pit Bull,1,1,M,F,F
GOLDEN RETR,Golden Retriever,5,5,F,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
POODLE STND,"Poodle, Standard",U,U,U,F,F
SHIBA INU,Shiba Inu,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,American Pit Bull Terrier/Pit Bull,8M,0.67,F,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
PIT MIX,Pit Bull,U,U,U,F,F
PIT MIX,Pit Bull,U,U,U,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
MIX,MIXED,U,U,U,F,F
MIX,HUSKY MIX,10M,0.83,M,F,F
PIT MIX,Pit Bull,U,U,U,F,F
BULLDOG,AMERICAN BULLY,4,4,N,F,F
MIX,COCKAPOO MIX,6,6,S,F,F
MIX,GOLDENDOODLE MIX,2,2,S,F,F
UNKNOWN,UNKNOWN,U,U,U,F,T
UNKNOWN,UNKNOWN,U,U,U,F,T
LABRADOR RETR,Labrador Retriever,U,U,U,F,F
